repository,path,category,subsystem,audit_status,audit_method,relevant_findings,changes_required
server,backend/app/usage_authority.py,first-party-text,backend-api,inventory-reviewed; final subsystem gate pending,"inventory plus static analysis, compile/lint, and subsystem regression gates",No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,backend/pyproject.toml,generated-or-special,backend-api,inventory-reviewed; final subsystem gate pending,"inventory plus static analysis, compile/lint, and subsystem regression gates",No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,backend/requirements.lock,dependency-lock,backend-api,inventory-reviewed; final subsystem gate pending,inventory plus pinned dependency/build reproduction,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,backend/tests/conftest.py,test-or-simulator,backend-api,inventory-reviewed; final subsystem gate pending,"inventory plus static analysis, compile/lint, and subsystem regression gates",No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,backend/tests/fixtures/bills/encrypted-tiered-bill.pdf,binary-reference,backend-api,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,backend/tests/fixtures/bills/rotated-tiered-bill.pdf,binary-reference,backend-api,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,backend/tests/fixtures/bills/sanitized-sce-domestic-bill.pdf,binary-reference,backend-api,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,backend/tests/fixtures/bills/sanitized-sce-expected-extraction.json,test-or-simulator,backend-api,inventory-reviewed; final subsystem gate pending,"inventory plus static analysis, compile/lint, and subsystem regression gates",No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,backend/tests/fixtures/bills/sanitized-sce-single-detail-page.pdf,binary-reference,backend-api,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,backend/tests/fixtures/bills/scanned-tiered-bill.pdf,binary-reference,backend-api,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,backend/tests/fixtures/bills/text-tiered-bill.pdf,binary-reference,backend-api,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,backend/tests/fixtures/sce/advisory-without-effective-date.html,test-or-simulator,backend-api,inventory-reviewed; final subsystem gate pending,"inventory plus static analysis, compile/lint, and subsystem regression gates",No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,backend/tests/fixtures/sce/change-scenarios.json,test-or-simulator,backend-api,inventory-reviewed; final subsystem gate pending,"inventory plus static analysis, compile/lint, and subsystem regression gates",No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,backend/tests/fixtures/sce/changed-tou.html,test-or-simulator,backend-api,inventory-reviewed; final subsystem gate pending,"inventory plus static analysis, compile/lint, and subsystem regression gates",No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,backend/tests/fixtures/sce/contradictory-public.html,test-or-simulator,backend-api,inventory-reviewed; final subsystem gate pending,"inventory plus static analysis, compile/lint, and subsystem regression gates",No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,backend/tests/fixtures/sce/contradictory-tariff.pdf,binary-reference,backend-api,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,backend/tests/fixtures/sce/current-tariff.pdf,binary-reference,backend-api,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,backend/tests/fixtures/sce/current-tou.html,test-or-simulator,backend-api,inventory-reviewed; final subsystem gate pending,"inventory plus static analysis, compile/lint, and subsystem regression gates",No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,backend/tests/fixtures/sce/duplicate-plan.html,test-or-simulator,backend-api,inventory-reviewed; final subsystem gate pending,"inventory plus static analysis, compile/lint, and subsystem regression gates",No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,backend/tests/fixtures/sce/historical-tariff.pdf,binary-reference,backend-api,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,backend/tests/fixtures/sce/http-responses.json,test-or-simulator,backend-api,inventory-reviewed; final subsystem gate pending,"inventory plus static analysis, compile/lint, and subsystem regression gates",No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,backend/tests/fixtures/sce/malformed.html,test-or-simulator,backend-api,inventory-reviewed; final subsystem gate pending,"inventory plus static analysis, compile/lint, and subsystem regression gates",No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
